id, k, eigs, ri, voi
108069, 3, 2, 0.517066, 2.233262
108069, 3, 3, 0.556202, 1.702454
109055, 3, 2, 0.569802, 2.389021
109055, 3, 3, 0.588830, 1.875939
112056, 4, 2, 0.606217, 2.054343
112056, 4, 3, 0.621618, 2.025873
112056, 4, 4, 0.770886, 1.107110
112090, 25, 2, 0.846600, 4.196045
112090, 25, 5, 0.853039, 3.579924
112090, 25, 8, 0.857174, 3.409159
112090, 25, 11, 0.854227, 3.322099
112090, 25, 14, 0.857255, 3.222195
112090, 25, 17, 0.844877, 3.284083
112090, 25, 20, 0.842290, 3.310240
112090, 25, 23, 0.826036, 3.238924
112090, 25, 25, 0.827102, 3.351308
117025, 20, 2, 0.730011, 3.250569
117025, 20, 4, 0.747509, 2.702436
117025, 20, 6, 0.742418, 2.711190
117025, 20, 8, 0.744989, 2.688553
117025, 20, 10, 0.739574, 2.604741
117025, 20, 12, 0.745756, 2.495186
117025, 20, 14, 0.738497, 2.573770
117025, 20, 16, 0.730001, 2.673511
117025, 20, 18, 0.722511, 2.713943
117025, 20, 20, 0.725397, 2.608909
118015, 37, 2, 0.796124, 4.721876
118015, 37, 6, 0.841076, 3.007324
118015, 37, 10, 0.848142, 2.674839
118015, 37, 14, 0.813916, 2.962290
118015, 37, 18, 0.808089, 3.039810
118015, 37, 22, 0.801731, 2.992526
118015, 37, 26, 0.792406, 3.066041
118015, 37, 30, 0.784136, 3.071423
118015, 37, 34, 0.782638, 3.007089
118015, 37, 37, 0.779264, 3.021671
118031, 23, 2, 0.811667, 3.956954
118031, 23, 5, 0.826449, 3.297612
118031, 23, 8, 0.816906, 3.361220
118031, 23, 11, 0.817041, 3.190360
118031, 23, 14, 0.820688, 2.943519
118031, 23, 17, 0.813722, 2.995384
118031, 23, 20, 0.806335, 3.182426
118031, 23, 23, 0.807423, 2.934428
118072, 15, 2, 0.703664, 4.135153
118072, 15, 4, 0.711517, 3.359594
118072, 15, 6, 0.723275, 3.185479
118072, 15, 8, 0.743826, 2.946370
118072, 15, 10, 0.737300, 3.006995
118072, 15, 12, 0.722880, 3.006904
118072, 15, 14, 0.720467, 2.962913
118072, 15, 15, 0.718230, 2.752606
120003, 29, 2, 0.873073, 4.182025
120003, 29, 5, 0.889662, 3.308283
120003, 29, 8, 0.891834, 2.974851
120003, 29, 11, 0.884525, 2.998924
120003, 29, 14, 0.884448, 2.834616
120003, 29, 17, 0.886804, 2.755506
120003, 29, 20, 0.886516, 2.598489
120003, 29, 23, 0.880378, 2.686213
120003, 29, 26, 0.877969, 2.686845
120003, 29, 29, 0.871789, 2.735406
120093, 36, 2, 0.772895, 4.709679
120093, 36, 6, 0.779126, 3.507385
120093, 36, 10, 0.790227, 3.304486
120093, 36, 14, 0.786687, 3.259078
120093, 36, 18, 0.786410, 3.139055
120093, 36, 22, 0.781476, 3.142367
120093, 36, 26, 0.787422, 2.897779
120093, 36, 30, 0.781848, 2.905707
120093, 36, 34, 0.772119, 3.074926
120093, 36, 36, 0.770459, 3.011879
123057, 15, 2, 0.788596, 4.069946
123057, 15, 4, 0.842551, 2.674623
123057, 15, 6, 0.839072, 2.627705
123057, 15, 8, 0.842662, 2.597499
123057, 15, 10, 0.838364, 2.518110
123057, 15, 12, 0.823346, 2.654342
123057, 15, 14, 0.820210, 2.677286
123057, 15, 15, 0.824917, 2.616322
128035, 43, 2, 0.874766, 4.943258
128035, 43, 7, 0.886269, 3.366019
128035, 43, 12, 0.889122, 3.073282
128035, 43, 17, 0.891336, 2.947370
128035, 43, 22, 0.879706, 2.979556
128035, 43, 27, 0.875553, 3.021552
128035, 43, 32, 0.868345, 3.020282
128035, 43, 37, 0.860663, 3.067058
128035, 43, 42, 0.852381, 3.100316
128035, 43, 43, 0.853220, 3.109755
130014, 7, 2, 0.645440, 2.558265
130014, 7, 3, 0.656029, 2.432037
130014, 7, 4, 0.646060, 2.616473
130014, 7, 5, 0.641966, 2.458443
130014, 7, 6, 0.627678, 2.537100
130014, 7, 7, 0.631380, 2.391734
130066, 11, 2, 0.718776, 3.505473
130066, 11, 4, 0.752747, 2.636843
130066, 11, 6, 0.763292, 2.386805
130066, 11, 8, 0.758413, 2.384506
130066, 11, 10, 0.752985, 2.449730
130066, 11, 11, 0.765194, 2.272411
134049, 21, 2, 0.781317, 4.579612
134049, 21, 5, 0.798259, 3.741079
134049, 21, 8, 0.804747, 3.337065
134049, 21, 11, 0.800128, 3.115144
134049, 21, 14, 0.774329, 3.115135
134049, 21, 17, 0.754676, 3.382323
134049, 21, 20, 0.712023, 3.470939
134049, 21, 21, 0.711773, 3.458926
134067, 24, 2, 0.825118, 4.148629
134067, 24, 5, 0.837233, 3.352569
134067, 24, 8, 0.842404, 3.227966
134067, 24, 11, 0.841019, 3.060702
134067, 24, 14, 0.819056, 3.124306
134067, 24, 17, 0.771164, 3.348653
134067, 24, 20, 0.746414, 3.317401
134067, 24, 23, 0.724178, 3.246110
134067, 24, 24, 0.706326, 3.121657
140006, 15, 2, 0.845146, 3.631988
140006, 15, 4, 0.913965, 2.323964
140006, 15, 6, 0.923853, 1.990971
140006, 15, 8, 0.924902, 1.970686
140006, 15, 10, 0.920094, 1.907943
140006, 15, 12, 0.912936, 1.853164
140006, 15, 14, 0.904512, 1.898957
140006, 15, 15, 0.791415, 2.308932
140088, 22, 2, 0.830313, 3.923697
140088, 22, 5, 0.853766, 2.926066
140088, 22, 8, 0.850412, 2.564412
140088, 22, 11, 0.842621, 2.496280
140088, 22, 14, 0.837263, 2.742870
140088, 22, 17, 0.833008, 2.650235
140088, 22, 20, 0.832019, 2.720253
140088, 22, 22, 0.842306, 2.521251
14085, 15, 2, 0.619812, 3.968804
14085, 15, 4, 0.620877, 3.560170
14085, 15, 6, 0.634319, 3.198359
14085, 15, 8, 0.638440, 3.024298
14085, 15, 10, 0.625906, 3.004161
14085, 15, 12, 0.602013, 3.187926
14085, 15, 14, 0.612933, 3.116091
14085, 15, 15, 0.602424, 3.148450
14092, 18, 2, 0.455404, 3.796499
14092, 18, 4, 0.459301, 3.627287
14092, 18, 6, 0.474435, 3.287515
14092, 18, 8, 0.509282, 2.846934
14092, 18, 10, 0.497197, 2.952195
14092, 18, 12, 0.496338, 2.967147
14092, 18, 14, 0.491176, 3.021008
14092, 18, 16, 0.481217, 3.147047
14092, 18, 18, 0.490745, 2.993283
141012, 4, 2, 0.516349, 2.295321
141012, 4, 3, 0.507487, 2.465666
141012, 4, 4, 0.521664, 2.317749
141048, 7, 2, 0.625725, 2.565677
141048, 7, 3, 0.606297, 2.702560
141048, 7, 4, 0.607678, 2.696583
141048, 7, 5, 0.613030, 2.622138
141048, 7, 6, 0.637095, 2.245877
141048, 7, 7, 0.644190, 2.398139
145059, 31, 2, 0.847444, 4.612176
145059, 31, 6, 0.859730, 3.570397
145059, 31, 10, 0.864689, 3.199060
145059, 31, 14, 0.864718, 3.170222
145059, 31, 18, 0.855190, 3.140499
145059, 31, 22, 0.846346, 3.068184
145059, 31, 26, 0.830977, 3.006914
145059, 31, 30, 0.812215, 3.136721
145059, 31, 31, 0.803077, 3.164727
145079, 21, 2, 0.767035, 3.807542
145079, 21, 5, 0.789779, 2.946124
145079, 21, 8, 0.772164, 3.202302
145079, 21, 11, 0.776584, 3.004990
145079, 21, 14, 0.750700, 3.100011
145079, 21, 17, 0.735288, 3.080230
145079, 21, 20, 0.721240, 3.018726
145079, 21, 21, 0.732696, 2.954518
146074, 38, 2, 0.879027, 4.694879
146074, 38, 6, 0.890209, 3.432785
146074, 38, 10, 0.887220, 3.055574
146074, 38, 14, 0.887756, 2.878716
146074, 38, 18, 0.902033, 2.640410
146074, 38, 22, 0.902040, 2.625347
146074, 38, 26, 0.895702, 2.622763
146074, 38, 30, 0.867725, 2.724943
146074, 38, 34, 0.891841, 2.495119
146074, 38, 38, 0.884762, 2.582120
147077, 21, 2, 0.838064, 4.355623
147077, 21, 5, 0.849350, 3.514161
147077, 21, 8, 0.848177, 3.142577
147077, 21, 11, 0.846932, 3.000224
147077, 21, 14, 0.838831, 2.950350
147077, 21, 17, 0.833183, 2.994483
147077, 21, 20, 0.802062, 3.089457
147077, 21, 21, 0.805982, 3.079732
147080, 28, 2, 0.851360, 3.938230
147080, 28, 5, 0.856192, 3.306137
147080, 28, 8, 0.861987, 3.202602
147080, 28, 11, 0.856924, 2.993607
147080, 28, 14, 0.867447, 2.767493
147080, 28, 17, 0.850271, 2.838163
147080, 28, 20, 0.836455, 2.883009
147080, 28, 23, 0.823127, 2.975916
147080, 28, 26, 0.810755, 3.040292
147080, 28, 28, 0.806571, 3.061766
15011, 34, 2, 0.863010, 4.474486
15011, 34, 6, 0.869919, 3.442967
15011, 34, 10, 0.878043, 3.262520
15011, 34, 14, 0.882878, 3.034350
15011, 34, 18, 0.874236, 3.071621
15011, 34, 22, 0.870102, 3.109227
15011, 34, 26, 0.861370, 3.074533
15011, 34, 30, 0.854356, 3.047738
15011, 34, 34, 0.843255, 3.009515
15062, 16, 2, 0.821724, 3.367526
15062, 16, 4, 0.847524, 2.629776
15062, 16, 6, 0.857925, 2.427419
15062, 16, 8, 0.862314, 2.256410
15062, 16, 10, 0.859071, 2.329397
15062, 16, 12, 0.854625, 2.191469
15062, 16, 14, 0.820200, 2.475958
15062, 16, 16, 0.803598, 2.349748
156054, 44, 2, 0.649352, 4.654767
156054, 44, 7, 0.667280, 3.672734
156054, 44, 12, 0.660418, 3.787982
156054, 44, 17, 0.656903, 3.828393
156054, 44, 22, 0.653624, 3.829176
156054, 44, 27, 0.651667, 3.845740
156054, 44, 32, 0.643265, 3.969796
156054, 44, 37, 0.648760, 3.809762
156054, 44, 42, 0.655036, 3.645148
156054, 44, 44, 0.652151, 3.718076
157032, 12, 2, 0.777936, 2.885258
157032, 12, 4, 0.745767, 2.812575
157032, 12, 6, 0.817315, 2.068884
157032, 12, 8, 0.778815, 2.179727
157032, 12, 10, 0.742327, 2.463982
157032, 12, 12, 0.724656, 2.332557
157087, 28, 2, 0.860645, 4.822900
157087, 28, 5, 0.871904, 3.808184
157087, 28, 8, 0.870975, 3.754595
157087, 28, 11, 0.865423, 3.184102
157087, 28, 14, 0.860491, 3.106493
157087, 28, 17, 0.868970, 3.008263
157087, 28, 20, 0.854703, 2.941644
157087, 28, 23, 0.857419, 2.851274
157087, 28, 26, 0.834473, 2.985261
157087, 28, 28, 0.816477, 3.069532
159002, 19, 2, 0.684532, 4.121392
159002, 19, 4, 0.692290, 3.574403
159002, 19, 6, 0.714055, 3.113582
159002, 19, 8, 0.720305, 3.135633
159002, 19, 10, 0.710871, 3.061515
159002, 19, 12, 0.712118, 2.994421
159002, 19, 14, 0.708430, 2.940447
159002, 19, 16, 0.697766, 3.073625
159002, 19, 18, 0.689278, 3.038674
159002, 19, 19, 0.674582, 3.055001
159022, 7, 2, 0.556797, 2.613275
159022, 7, 3, 0.623268, 2.104301
159022, 7, 4, 0.563992, 2.344442
159022, 7, 5, 0.597237, 2.155700
159022, 7, 6, 0.577044, 2.242612
159022, 7, 7, 0.570651, 2.379088
160006, 18, 2, 0.806208, 3.801537
160006, 18, 4, 0.818816, 3.193627
160006, 18, 6, 0.832060, 2.773004
160006, 18, 8, 0.832287, 2.828853
160006, 18, 10, 0.835205, 2.639868
160006, 18, 12, 0.814536, 2.609834
160006, 18, 14, 0.791246, 2.786665
160006, 18, 16, 0.791378, 2.755449
160006, 18, 18, 0.781811, 2.669277
16004, 36, 2, 0.882731, 4.458913
16004, 36, 6, 0.899450, 3.224941
16004, 36, 10, 0.897426, 3.178503
16004, 36, 14, 0.892519, 3.129322
16004, 36, 18, 0.891916, 2.900760
16004, 36, 22, 0.886428, 2.962611
16004, 36, 26, 0.888909, 2.946534
16004, 36, 30, 0.852519, 3.124261
16004, 36, 34, 0.835830, 3.142347
16004, 36, 36, 0.825623, 3.222729
160067, 7, 2, 0.665861, 2.679187
160067, 7, 3, 0.668140, 2.664415
160067, 7, 4, 0.689694, 2.166360
160067, 7, 5, 0.674003, 2.449923
160067, 7, 6, 0.669099, 2.471591
160067, 7, 7, 0.709410, 2.067895
16068, 8, 2, 0.752927, 2.781863
16068, 8, 3, 0.764601, 2.508247
16068, 8, 4, 0.723702, 2.783479
16068, 8, 5, 0.720398, 2.731313
16068, 8, 6, 0.714174, 2.628209
16068, 8, 7, 0.698967, 2.707380
16068, 8, 8, 0.698643, 2.692026
161045, 9, 2, 0.848313, 2.715327
161045, 9, 3, 0.820181, 2.162234
161045, 9, 4, 0.783927, 2.291066
161045, 9, 5, 0.789493, 2.165290
161045, 9, 6, 0.827467, 1.722591
161045, 9, 7, 0.830252, 1.795920
161045, 9, 8, 0.838346, 1.663085
161045, 9, 9, 0.837344, 1.683224
163004, 21, 2, 0.810637, 4.241145
163004, 21, 5, 0.837842, 3.098117
163004, 21, 8, 0.835150, 2.935535
163004, 21, 11, 0.827098, 2.884223
163004, 21, 14, 0.824134, 2.852139
163004, 21, 17, 0.798254, 2.949065
163004, 21, 20, 0.778402, 3.071579
163004, 21, 21, 0.785512, 3.003016
163096, 16, 2, 0.748927, 3.779028
163096, 16, 4, 0.774699, 2.959496
163096, 16, 6, 0.781955, 2.778280
163096, 16, 8, 0.797918, 2.535469
163096, 16, 10, 0.809524, 2.352238
163096, 16, 12, 0.778078, 2.572886
163096, 16, 14, 0.779870, 2.378783
163096, 16, 16, 0.784040, 2.302414
164046, 5, 2, 0.543784, 2.379989
164046, 5, 3, 0.585738, 1.776793
164046, 5, 4, 0.603016, 1.830792
164046, 5, 5, 0.576538, 1.910890
168084, 14, 2, 0.798028, 3.657227
168084, 14, 4, 0.834860, 2.632063
168084, 14, 6, 0.833608, 2.472409
168084, 14, 8, 0.834869, 2.171293
168084, 14, 10, 0.833256, 2.205063
168084, 14, 12, 0.819699, 2.325676
168084, 14, 14, 0.817872, 2.240658
17067, 17, 2, 0.843820, 3.953998
17067, 17, 4, 0.874600, 2.919572
17067, 17, 6, 0.881067, 2.756212
17067, 17, 8, 0.883417, 2.521674
17067, 17, 10, 0.882507, 2.525850
17067, 17, 12, 0.879716, 2.562497
17067, 17, 14, 0.876335, 2.504231
17067, 17, 16, 0.862487, 2.644864
17067, 17, 17, 0.861464, 2.607328
175083, 8, 2, 0.640448, 3.633523
175083, 8, 3, 0.645145, 3.365277
175083, 8, 4, 0.647400, 3.171200
175083, 8, 5, 0.648780, 3.142771
175083, 8, 6, 0.667868, 2.699498
175083, 8, 7, 0.666966, 2.694350
175083, 8, 8, 0.656953, 2.661588
176051, 5, 2, 0.749067, 2.155643
176051, 5, 3, 0.742952, 1.996812
176051, 5, 4, 0.757808, 1.955728
176051, 5, 5, 0.764560, 1.631666
179084, 19, 2, 0.794762, 3.177376
179084, 19, 4, 0.808666, 2.699856
179084, 19, 6, 0.824058, 2.510031
179084, 19, 8, 0.823252, 2.462922
179084, 19, 10, 0.829230, 2.340634
179084, 19, 12, 0.850583, 2.057908
179084, 19, 14, 0.846559, 2.077176
179084, 19, 16, 0.819193, 2.195559
179084, 19, 18, 0.809730, 2.329768
179084, 19, 19, 0.794517, 2.360070
181021, 22, 2, 0.459761, 4.831170
181021, 22, 5, 0.484068, 3.880421
181021, 22, 8, 0.490947, 3.628340
181021, 22, 11, 0.500571, 3.389815
181021, 22, 14, 0.497306, 3.394820
181021, 22, 17, 0.503189, 3.186408
181021, 22, 20, 0.499329, 3.218281
181021, 22, 22, 0.501581, 3.104320
183066, 8, 2, 0.653280, 3.100765
183066, 8, 3, 0.663125, 2.823776
183066, 8, 4, 0.668375, 2.477083
183066, 8, 5, 0.697910, 2.417688
183066, 8, 6, 0.698975, 2.288131
183066, 8, 7, 0.684994, 2.230641
183066, 8, 8, 0.658729, 2.058231
185092, 20, 2, 0.750584, 3.405031
185092, 20, 4, 0.790024, 2.450457
185092, 20, 6, 0.820475, 2.368207
185092, 20, 8, 0.773333, 2.547814
185092, 20, 10, 0.799336, 2.304960
185092, 20, 12, 0.754700, 2.653322
185092, 20, 14, 0.759560, 2.591592
185092, 20, 16, 0.763899, 2.628790
185092, 20, 18, 0.764745, 2.587213
185092, 20, 20, 0.761681, 2.468070
187058, 22, 2, 0.669871, 4.049214
187058, 22, 5, 0.681670, 3.527932
187058, 22, 8, 0.668381, 3.717943
187058, 22, 11, 0.657806, 3.595111
187058, 22, 14, 0.665351, 3.391010
187058, 22, 17, 0.653442, 3.447059
187058, 22, 20, 0.637751, 3.267617
187058, 22, 22, 0.633270, 3.454270
187099, 29, 2, 0.761118, 5.167447
187099, 29, 5, 0.784200, 3.895843
187099, 29, 8, 0.787214, 3.645202
187099, 29, 11, 0.790070, 3.581596
187099, 29, 14, 0.785050, 3.550593
187099, 29, 17, 0.779854, 3.495738
187099, 29, 20, 0.777098, 3.478390
187099, 29, 23, 0.772503, 3.478394
187099, 29, 26, 0.763811, 3.555358
187099, 29, 29, 0.757769, 3.397960
188025, 42, 2, 0.784589, 4.692005
188025, 42, 7, 0.792433, 3.828593
188025, 42, 12, 0.793761, 3.612067
188025, 42, 17, 0.790046, 3.599607
188025, 42, 22, 0.790457, 3.507795
188025, 42, 27, 0.782243, 3.518900
188025, 42, 32, 0.779261, 3.305010
188025, 42, 37, 0.769370, 3.464649
188025, 42, 42, 0.763840, 3.365175
189006, 33, 2, 0.833726, 4.310438
189006, 33, 6, 0.844724, 3.220555
189006, 33, 10, 0.846241, 3.038335
189006, 33, 14, 0.847250, 2.975886
189006, 33, 18, 0.840795, 3.016989
189006, 33, 22, 0.838016, 2.983540
189006, 33, 26, 0.827779, 2.986756
189006, 33, 30, 0.813912, 3.073509
189006, 33, 33, 0.806277, 3.070291
189013, 23, 2, 0.782942, 4.395391
189013, 23, 5, 0.808915, 3.369944
189013, 23, 8, 0.827957, 2.825480
189013, 23, 11, 0.843045, 2.549639
189013, 23, 14, 0.824655, 2.753006
189013, 23, 17, 0.820154, 2.688060
189013, 23, 20, 0.813009, 2.753538
189013, 23, 23, 0.807779, 2.810815
189029, 22, 2, 0.807186, 4.118745
189029, 22, 5, 0.826708, 3.248938
189029, 22, 8, 0.852288, 2.668406
189029, 22, 11, 0.826017, 2.471013
189029, 22, 14, 0.799519, 2.703925
189029, 22, 17, 0.789998, 2.622841
189029, 22, 20, 0.776341, 2.733269
189029, 22, 22, 0.759503, 2.775274
189096, 25, 2, 0.790188, 4.723541
189096, 25, 5, 0.821718, 3.400206
189096, 25, 8, 0.819946, 3.126011
189096, 25, 11, 0.835128, 2.923167
189096, 25, 14, 0.809921, 3.071761
189096, 25, 17, 0.803646, 2.993502
189096, 25, 20, 0.792994, 3.082985
189096, 25, 23, 0.700589, 3.316139
189096, 25, 25, 0.696319, 3.346545
196027, 8, 2, 0.655771, 1.903415
196027, 8, 3, 0.564895, 2.372416
196027, 8, 4, 0.566272, 2.371808
196027, 8, 5, 0.584902, 2.275773
196027, 8, 6, 0.543180, 2.518084
196027, 8, 7, 0.588362, 2.236812
196027, 8, 8, 0.546860, 2.483556
196040, 56, 2, 0.822791, 5.320196
196040, 56, 8, 0.844742, 3.633683
196040, 56, 14, 0.842349, 3.710503
196040, 56, 20, 0.838011, 3.785869
196040, 56, 26, 0.835608, 3.800154
196040, 56, 32, 0.833717, 3.819732
196040, 56, 38, 0.827640, 3.890771
196040, 56, 44, 0.821090, 3.853124
196040, 56, 50, 0.815919, 3.883438
196040, 56, 56, 0.808053, 3.904281
196062, 8, 2, 0.626754, 3.104659
196062, 8, 3, 0.648323, 2.734810
196062, 8, 4, 0.663068, 2.642978
196062, 8, 5, 0.653348, 2.557462
196062, 8, 6, 0.649506, 2.680054
196062, 8, 7, 0.663783, 2.456212
196062, 8, 8, 0.682224, 2.282438
196088, 11, 2, 0.655064, 3.661400
196088, 11, 4, 0.697154, 2.960196
196088, 11, 6, 0.670454, 2.993699
196088, 11, 8, 0.649481, 3.223549
196088, 11, 10, 0.663403, 3.147427
196088, 11, 11, 0.624806, 2.958123
198087, 60, 2, 0.845584, 4.492725
198087, 60, 8, 0.858055, 3.244768
198087, 60, 14, 0.862529, 3.040916
198087, 60, 20, 0.859798, 2.949091
198087, 60, 26, 0.858738, 2.967511
198087, 60, 32, 0.854976, 3.016905
198087, 60, 38, 0.846154, 3.116110
198087, 60, 44, 0.848661, 3.086028
198087, 60, 50, 0.838597, 3.258378
198087, 60, 56, 0.832483, 3.312191
198087, 60, 60, 0.834105, 3.288062
20069, 15, 2, 0.796791, 3.747996
20069, 15, 4, 0.812072, 3.101313
20069, 15, 6, 0.800833, 3.034467
20069, 15, 8, 0.807570, 2.645533
20069, 15, 10, 0.809748, 2.587381
20069, 15, 12, 0.809221, 2.432265
20069, 15, 14, 0.787121, 2.571606
20069, 15, 15, 0.787521, 2.528270
201080, 19, 2, 0.784718, 2.992682
201080, 19, 4, 0.813505, 2.232895
201080, 19, 6, 0.828814, 2.144007
201080, 19, 8, 0.741318, 2.462901
201080, 19, 10, 0.744233, 2.380777
201080, 19, 12, 0.745629, 2.370148
201080, 19, 14, 0.731199, 2.478728
201080, 19, 16, 0.731705, 2.473675
201080, 19, 18, 0.750537, 2.250117
201080, 19, 19, 0.691368, 2.434110
2018, 14, 2, 0.811625, 3.059299
2018, 14, 4, 0.812320, 2.964042
2018, 14, 6, 0.841544, 2.678221
2018, 14, 8, 0.837045, 2.536436
2018, 14, 10, 0.805551, 2.626713
2018, 14, 12, 0.816562, 2.573685
2018, 14, 14, 0.795056, 2.512966
202000, 11, 2, 0.805977, 2.750859
202000, 11, 4, 0.851979, 1.794020
202000, 11, 6, 0.858374, 1.755193
202000, 11, 8, 0.845717, 1.904315
202000, 11, 10, 0.788199, 2.235430
202000, 11, 11, 0.811533, 1.982439
206062, 25, 2, 0.754941, 4.064888
206062, 25, 5, 0.762417, 3.471933
206062, 25, 8, 0.767870, 3.131764
206062, 25, 11, 0.767204, 2.929299
206062, 25, 14, 0.769662, 2.961894
206062, 25, 17, 0.771467, 2.767868
